PK_TRANSACAO,FK_CONTA,FK_CLIENTE,FK_AGENCIA,FK_COLABORADOR,NUMERO_TRANSACAO,TS_TRANSACAO,NOME_TRANSACAO,TIPO_TRASACAO,VALOR_TRANSACAO
4499,986,986,3,98,4499,2019-08-13T23:27:28.492Z,Compra Crédito,Débito,-19.14
4500,3,3,7,100,4500,2017-07-29T22:38:13.137Z,Compra Débito,Débito,-66.56
4501,330,330,9,59,4501,2020-09-16T08:12:43.021Z,Compra Débito,Débito,-17.04
4502,444,444,7,14,4502,2016-11-24T20:41:56.245Z,Compra Débito,Débito,-36.71
4503,150,150,3,31,4503,2020-02-10T19:59:29.009Z,Compra Débito,Débito,-158.55
4504,408,408,7,100,4504,2022-09-15T01:34:01.557Z,Pix - Recebido,Crédito,885.1
4505,825,825,5,34,4505,2014-01-04T02:18:14.855Z,Compra Débito,Débito,-35.13
4506,710,710,7,42,4506,2016-12-31T12:42:51.898Z,Compra Crédito,Débito,-392.78
4507,685,685,7,33,4507,2016-12-22T10:17:11.424Z,Estorno de Debito,Crédito,255.96
4508,104,104,3,91,4508,2019-01-22T14:46:07.551Z,Compra Crédito,Débito,-138.89
4509,824,824,7,14,4509,2019-10-17T05:27:20.667Z,TED - Recebido,Crédito,25775.0
4510,327,327,3,98,4510,2018-08-13T01:48:20.422Z,Compra Crédito,Débito,-17.03
4511,423,423,8,47,4511,2022-06-20T22:28:06.744Z,Compra Crédito,Débito,-18.89
4512,105,105,7,7,4512,2016-05-30T01:00:50.773Z,Compra Débito,Débito,-27.01
4513,868,868,9,87,4513,2021-05-31T01:07:07.552Z,Compra Crédito,Débito,-72.74
4514,112,112,4,19,4514,2022-11-28T09:48:28.444Z,Pix - Recebido,Crédito,808.9
4515,356,356,7,42,4515,2020-03-23T21:08:24.469Z,Compra Débito,Débito,-17.78
4516,132,132,7,14,4516,2021-11-11T19:05:59.324Z,Pix - Recebido,Crédito,1090.2
4517,816,816,3,51,4517,2013-04-17T14:02:55.766Z,Depósito em espécie,Crédito,7.44
4518,273,273,2,95,4518,2022-09-05T03:11:31.565Z,Pix - Realizado,Débito,-386.8
4519,684,684,7,42,4519,2021-12-17T22:22:04.059Z,Pix - Recebido,Crédito,257.2
4520,488,488,7,14,4520,2019-08-23T06:53:19.891Z,Transferência entre CC - Crédito,Crédito,362.3
4521,203,203,7,7,4521,2022-06-11T01:51:28.373Z,Pix - Recebido,Crédito,621.4
4522,665,665,1,3,4522,2021-10-30T04:29:21.032Z,Pix - Recebido,Crédito,460.3
4523,104,104,3,91,4523,2019-01-23T11:48:59.807Z,Depósito em espécie,Crédito,58.98
4524,459,459,1,60,4524,2014-04-26T03:43:41.598Z,Compra Crédito,Débito,-30.34
4525,516,516,1,36,4525,2015-02-08T23:47:27.981Z,Compra Débito,Débito,-16.44
4526,455,455,7,7,4526,2020-02-06T21:21:04.856Z,Compra Débito,Débito,-41.55
4527,254,254,7,100,4527,2022-12-28T20:25:47.252Z,Pix - Recebido,Crédito,283.7
4528,845,845,3,13,4528,2013-05-03T16:25:38.293Z,Depósito em espécie,Crédito,88.43
4529,398,398,5,67,4529,2020-02-19T10:27:33.664Z,Compra Crédito,Débito,-63.76
4530,347,347,7,100,4530,2020-11-13T14:21:19.257Z,Depósito em espécie,Crédito,13.77
4531,290,290,7,42,4531,2022-04-22T20:46:10.315Z,Compra Crédito,Débito,-101.34
4532,589,589,8,69,4532,2020-02-14T03:07:11.489Z,Transferência entre CC - Crédito,Crédito,64.8
4533,360,360,2,82,4533,2012-03-03T04:15:46.409Z,Compra Crédito,Débito,-20.4
4534,597,597,2,94,4534,2020-07-07T01:06:41.178Z,Compra Crédito,Débito,-67.24
4535,291,291,3,98,4535,2017-08-31T22:08:04.464Z,Compra Débito,Débito,-27.67
4536,487,487,7,100,4536,2016-11-02T10:00:38.174Z,Compra Débito,Débito,-9.67
4537,656,656,2,81,4537,2017-02-09T15:57:11.146Z,Compra Crédito,Débito,-16.51
4538,375,375,2,70,4538,2020-02-05T05:43:12.980Z,Depósito em espécie,Crédito,35.69
4539,964,964,7,7,4539,2021-09-26T09:56:27.853Z,Depósito em espécie,Crédito,123.42
4540,560,560,7,7,4540,2018-03-06T09:32:08.149Z,Compra Débito,Débito,-21.03
4541,3,3,7,100,4541,2017-07-30T20:43:11.413Z,Compra Crédito,Débito,-111.91
4542,658,658,3,16,4542,2016-11-23T01:21:56.891Z,Compra Crédito,Débito,-9.95
4543,712,712,7,42,4543,2022-11-16T18:45:12.955Z,Compra Débito,Débito,-18.72
4544,311,311,7,100,4544,2021-10-28T13:59:14.156Z,Compra Crédito,Débito,-28.08
4545,353,353,7,71,4545,2022-10-26T02:43:21.318Z,Pix - Realizado,Débito,-372.3
4546,275,275,3,13,4546,2016-02-25T14:19:58.364Z,Compra Débito,Débito,-151.51
4547,146,146,1,80,4547,2011-05-09T15:41:11.053Z,Compra Crédito,Débito,-167.68
4548,892,892,1,18,4548,2011-06-02T22:41:32.808Z,Compra Crédito,Débito,-96.97
4549,836,836,8,6,4549,2020-12-12T21:52:23.552Z,Compra Débito,Débito,-9.15
4550,402,402,3,13,4550,2014-01-27T04:23:46.734Z,Compra Crédito,Débito,-19.93
4551,196,196,3,91,4551,2020-12-21T18:21:12.971Z,Compra Crédito,Débito,-8.93
4552,644,644,8,38,4552,2019-12-16T16:13:18.059Z,Compra Crédito,Débito,-46.5
4553,668,668,6,40,4553,2020-08-31T02:16:12.707Z,Compra Crédito,Débito,-160.29
4554,8,8,3,73,4554,2018-09-29T04:46:12.054Z,Compra Débito,Débito,-195.13
4555,885,885,7,14,4555,2016-09-22T01:34:53.231Z,Compra Débito,Débito,-62.04
4556,925,925,9,74,4556,2020-09-13T09:46:33.203Z,Depósito em espécie,Crédito,17.27
4557,717,717,7,42,4557,2020-07-01T16:46:06.588Z,Estorno de Debito,Crédito,43.64
4558,747,747,1,61,4558,2019-10-15T12:55:49.228Z,Compra Débito,Débito,-12.53
4559,273,273,2,95,4559,2022-09-13T05:40:43.618Z,Compra Crédito,Débito,-12.22
4560,570,570,4,1,4560,2019-03-29T11:30:14.701Z,Saque,Débito,-15.58
4561,761,761,3,91,4561,2013-03-24T07:29:55.081Z,Compra Débito,Débito,-9.41
4562,718,718,4,45,4562,2014-07-21T05:35:26.479Z,Compra Débito,Débito,-38.04
4563,535,535,7,33,4563,2019-02-23T03:15:32.951Z,Compra Débito,Débito,-262.61
4564,310,310,7,42,4564,2019-10-10T23:46:05.481Z,Depósito em espécie,Crédito,47.42
4565,54,54,1,26,4565,2020-04-28T21:35:38.418Z,Compra Débito,Débito,-65.0
4566,500,500,1,3,4566,2019-11-26T11:03:14.370Z,Compra Crédito,Débito,-36.21
4567,248,248,7,14,4567,2020-03-05T14:36:39.754Z,Depósito em espécie,Crédito,5.82
4568,303,303,3,51,4568,2014-09-22T20:59:06.459Z,Compra Débito,Débito,-64.94
4569,308,308,7,7,4569,2018-01-22T19:27:37.571Z,Compra Débito,Débito,-60.96
4570,294,294,2,95,4570,2015-03-11T22:23:45.796Z,DOC - Recebido,Crédito,16410.0
4571,856,856,7,33,4571,2021-06-11T22:52:23.920Z,Pix - Recebido,Crédito,166.7
4572,731,731,7,7,4572,2022-10-05T22:47:28.670Z,Compra Débito,Débito,-13.24
4573,21,21,2,86,4573,2012-08-10T18:07:30.327Z,Compra Crédito,Débito,-72.83
4574,553,553,5,43,4574,2021-11-25T21:03:12.257Z,Compra Crédito,Débito,-23.85
4575,439,439,1,32,4575,2018-07-01T02:40:22.219Z,Transferência entre CC - Débito,Débito,-549.0
4576,875,875,7,71,4576,2022-12-26T02:54:21.966Z,Pix - Recebido,Crédito,408.2
4577,740,740,4,19,4577,2016-08-15T10:55:53.904Z,Compra Débito,Débito,-38.85
4578,898,898,4,45,4578,2015-05-06T14:48:35.531Z,Compra Crédito,Débito,-7.11
4579,133,133,9,93,4579,2020-03-24T12:48:11.977Z,Compra Crédito,Débito,-38.3
4580,441,441,4,35,4580,2020-09-10T10:55:27.585Z,Compra Crédito,Débito,-13.41
4581,656,656,2,81,4581,2017-12-18T13:24:06.152Z,Compra Crédito,Débito,-25.0
4582,447,447,3,16,4582,2020-10-18T15:00:22.557Z,Compra Crédito,Débito,-41.21
4583,651,651,7,7,4583,2016-02-20T17:02:56.461Z,Compra Crédito,Débito,-21.14
4584,296,296,2,76,4584,2011-12-13T07:08:58.177Z,Compra Débito,Débito,-18.61
4585,88,88,7,71,4585,2018-09-29T18:25:15.372Z,Compra Crédito,Débito,-39.77
4586,675,675,7,100,4586,2019-06-10T10:36:02.708Z,Compra Débito,Débito,-8.24
4587,619,619,7,71,4587,2022-05-04T06:42:07.172Z,Compra Débito,Débito,-33.84
4588,177,177,3,16,4588,2012-05-22T17:40:31.025Z,Compra Crédito,Débito,-73.79
4589,453,453,4,1,4589,2015-02-24T15:50:50.964Z,Compra Crédito,Débito,-40.9
4590,641,641,7,100,4590,2020-10-02T14:13:15.790Z,DOC - Recebido,Crédito,5340.0
4591,9,9,4,45,4591,2021-01-21T22:21:49.303Z,Compra Crédito,Débito,-39.96
4592,856,856,7,33,4592,2021-08-28T01:27:47.187Z,Compra Crédito,Débito,-22.76
4593,950,950,3,31,4593,2018-02-12T13:17:57.980Z,Compra Débito,Débito,-13.62
4594,988,988,6,28,4594,2021-12-05T23:38:38.096Z,Pix - Realizado,Débito,-282.3
4595,250,250,5,55,4595,2017-04-06T11:00:23.602Z,Compra Débito,Débito,-16.54
4596,530,530,1,80,4596,2015-03-19T11:37:13.674Z,Transferência entre CC - Crédito,Crédito,745.5
4597,182,182,4,45,4597,2019-05-10T00:39:42.719Z,Compra Crédito,Débito,-133.34
4598,630,630,8,89,4598,2021-09-17T17:32:18.723Z,Pix - Realizado,Débito,-442.7
4599,628,628,7,71,4599,2016-09-15T18:16:28.295Z,Compra Débito,Débito,-10.01
4600,801,801,7,100,4600,2020-06-09T01:25:14.438Z,Compra Débito,Débito,-429.87
4601,33,33,9,93,4601,2020-03-05T04:28:02.522Z,Saque,Débito,-541.25
4602,13,13,8,38,4602,2020-11-16T10:59:47.874Z,Pix - Realizado,Débito,-43.4
4603,411,411,1,75,4603,2012-12-15T13:41:45.140Z,Compra Crédito,Débito,-9.8
4604,561,561,7,7,4604,2019-02-06T00:43:48.391Z,Compra Crédito,Débito,-39.68
4605,69,69,2,90,4605,2019-12-19T00:14:51.277Z,Compra Crédito,Débito,-49.42
4606,142,142,2,81,4606,2016-07-12T05:24:39.466Z,Compra Crédito,Débito,-29.48
4607,622,622,7,100,4607,2022-03-29T21:23:44.529Z,Pix - Realizado,Débito,-1345.8
4608,523,523,7,14,4608,2019-02-22T15:53:17.404Z,Compra Crédito,Débito,-10.84
4609,266,266,7,100,4609,2018-07-15T16:23:32.713Z,Compra Débito,Débito,-20.68
4610,245,245,6,54,4610,2019-02-02T06:12:36.574Z,Compra Crédito,Débito,-65.94
4611,939,939,2,70,4611,2022-12-24T02:49:25.464Z,TED - Recebido,Crédito,78660.0
4612,842,842,7,33,4612,2019-07-09T09:42:28.821Z,Depósito em espécie,Crédito,97.68
4613,512,512,5,55,4613,2017-04-06T21:27:38.829Z,Depósito em espécie,Crédito,28.71
4614,462,462,7,100,4614,2020-07-05T09:52:14.821Z,Compra Débito,Débito,-6.35
4615,631,631,6,88,4615,2016-02-29T17:51:31.149Z,Compra Crédito,Débito,-17.74
4616,60,60,7,33,4616,2018-07-11T16:19:48.119Z,Compra Crédito,Débito,-13.37
4617,933,933,8,41,4617,2021-03-29T03:28:14.701Z,Pix - Recebido,Crédito,359.1
4618,704,704,4,57,4618,2016-11-05T06:48:38.950Z,Transferência entre CC - Crédito,Crédito,166.6
4619,377,377,2,29,4619,2022-06-28T02:58:39.028Z,Compra Crédito,Débito,-69.85
4620,779,779,9,83,4620,2021-05-01T06:20:38.385Z,Compra Débito,Débito,-14.44
4621,85,85,7,14,4621,2021-03-06T04:25:42.046Z,Compra Crédito,Débito,-19.09
4622,263,263,1,36,4622,2013-04-20T15:20:51.577Z,Compra Crédito,Débito,-25.93
4623,319,319,3,31,4623,2013-10-02T19:05:01.997Z,Compra Débito,Débito,-36.31
4624,901,901,2,9,4624,2011-07-05T18:36:34.673Z,Compra Débito,Débito,-17.9
4625,141,141,7,42,4625,2022-04-10T19:24:25.039Z,Compra Crédito,Débito,-20.87
4626,486,486,7,33,4626,2021-12-10T09:06:04.834Z,Compra Crédito,Débito,-105.31
4627,473,473,7,71,4627,2022-08-29T20:07:33.974Z,Compra Crédito,Débito,-31.36
4628,838,838,7,100,4628,2017-11-14T06:44:28.643Z,Compra Crédito,Débito,-68.31
4629,271,271,4,57,4629,2022-09-22T18:15:13.326Z,Pix - Realizado,Débito,-645.6
4630,28,28,2,76,4630,2017-05-17T13:15:48.139Z,Depósito em espécie,Crédito,94.81
4631,996,996,2,24,4631,2021-09-10T13:21:11.710Z,Compra Crédito,Débito,-60.07
4632,913,913,7,33,4632,2019-05-10T02:31:12.966Z,Compra Débito,Débito,-151.42
4633,136,136,6,44,4633,2022-08-29T16:49:43.588Z,Compra Crédito,Débito,-8.45
4634,794,794,7,33,4634,2018-11-23T12:00:36.968Z,Compra Crédito,Débito,-10.78
4635,761,761,3,91,4635,2013-03-24T10:44:12.465Z,Compra Crédito,Débito,-23.26
4636,800,800,1,92,4636,2021-12-30T19:19:18.521Z,Pix - Realizado,Débito,-102.6
4637,126,126,7,42,4637,2015-10-21T21:22:54.124Z,Compra Crédito,Débito,-109.07
4638,879,879,3,31,4638,2012-12-16T13:22:45.368Z,Compra Débito,Débito,-30.49
4639,885,885,7,14,4639,2016-09-28T20:38:20.523Z,Depósito em espécie,Crédito,21.67
4640,968,968,5,55,4640,2014-09-12T14:48:31.150Z,TED - Recebido,Crédito,6545.0
4641,663,663,2,70,4641,2015-02-01T17:53:02.936Z,Compra Crédito,Débito,-14.19
4642,492,492,9,87,4642,2020-05-29T23:53:37.230Z,Compra Crédito,Débito,-19.4
4643,388,388,3,98,4643,2015-04-14T05:48:02.325Z,Compra Crédito,Débito,-32.91
4644,996,996,2,24,4644,2022-01-09T05:27:27.783Z,Depósito em espécie,Crédito,113.21
4645,811,811,9,65,4645,2020-08-05T07:11:10.112Z,Compra Débito,Débito,-21.49
4646,382,382,7,7,4646,2020-05-22T11:49:10.059Z,Depósito em espécie,Crédito,37.95
4647,681,681,7,42,4647,2020-11-06T07:36:25.203Z,Compra Crédito,Débito,-28.46
4648,586,586,7,33,4648,2016-02-13T20:11:46.757Z,TED - Recebido,Crédito,45575.0
4649,917,917,1,36,4649,2020-07-27T12:52:30.799Z,Compra Crédito,Débito,-28.56
4650,231,231,7,14,4650,2017-07-12T14:52:10.020Z,Pagamento de boleto,Débito,-2030.0
4651,872,872,7,71,4651,2018-10-04T04:56:27.212Z,Depósito em espécie,Crédito,124.04
4652,456,456,3,13,4652,2014-01-27T16:24:17.647Z,TED - Recebido,Crédito,63280.0
4653,74,74,7,14,4653,2018-07-20T18:14:46.865Z,Compra Crédito,Débito,-15.07
4654,208,208,4,35,4654,2018-11-29T01:25:25.074Z,Compra Crédito,Débito,-55.64
4655,341,341,1,80,4655,2020-03-01T08:52:01.388Z,Compra Crédito,Débito,-62.54
4656,836,836,8,6,4656,2020-12-14T07:05:19.531Z,Compra Crédito,Débito,-16.0
4657,307,307,6,54,4657,2019-01-24T09:45:57.124Z,Compra Crédito,Débito,-18.02
4658,86,86,5,34,4658,2021-08-22T23:51:00.329Z,Saque,Débito,-677.92
4659,276,276,5,15,4659,2017-01-13T23:03:07.597Z,Compra Crédito,Débito,-14.88
4660,271,271,4,57,4660,2022-10-11T19:20:00.467Z,Pix - Realizado,Débito,-497.2
4661,176,176,4,35,4661,2018-05-30T20:36:14.320Z,Compra Débito,Débito,-28.88
4662,7,7,6,48,4662,2022-09-03T17:57:35.106Z,Pix - Recebido,Crédito,357.4
4663,807,807,7,33,4663,2017-10-28T16:24:23.755Z,Compra Crédito,Débito,-43.4
4664,293,293,6,44,4664,2016-03-10T00:14:28.311Z,Compra Débito,Débito,-53.93
4665,812,812,4,35,4665,2021-11-24T14:21:21.375Z,Compra Crédito,Débito,-117.62
4666,627,627,7,33,4666,2017-06-24T05:18:53.852Z,Compra Crédito,Débito,-79.79
4667,213,213,7,100,4667,2020-03-25T17:21:40.661Z,Compra Crédito,Débito,-8.24
4668,646,646,7,14,4668,2016-09-07T08:51:45.147Z,Compra Crédito,Débito,-18.0
4669,202,202,7,100,4669,2017-01-04T04:43:18.697Z,Compra Débito,Débito,-42.79
4670,968,968,5,55,4670,2014-09-12T15:54:54.388Z,Compra Débito,Débito,-31.2
4671,995,995,7,33,4671,2018-05-23T06:37:09.447Z,Compra Débito,Débito,-116.53
4672,818,818,7,33,4672,2016-05-31T01:08:24.304Z,Depósito em espécie,Crédito,37.53
4673,415,415,4,1,4673,2014-10-11T16:50:18.525Z,Compra Crédito,Débito,-36.49
4674,860,860,5,55,4674,2015-04-27T18:20:36.985Z,Compra Débito,Débito,-24.91
4675,597,597,2,94,4675,2020-07-07T02:53:57.855Z,Saque,Débito,-396.76
4676,672,672,7,14,4676,2018-09-30T23:36:57.376Z,Compra Débito,Débito,-15.88
4677,22,22,1,26,4677,2014-11-22T10:23:44.315Z,Depósito em espécie,Crédito,36.4
4678,286,286,7,71,4678,2022-06-28T10:28:26.205Z,Compra Crédito,Débito,-15.13
4679,603,603,4,35,4679,2021-11-15T21:30:46.820Z,Compra Débito,Débito,-71.68
4680,399,399,7,33,4680,2021-04-26T17:42:56.919Z,Compra Débito,Débito,-85.86
4681,405,405,7,71,4681,2023-01-16T05:00:39.017Z,Pix - Recebido,Crédito,2138.0
4682,28,28,2,76,4682,2017-05-18T03:10:59.052Z,Compra Débito,Débito,-44.52
4683,997,997,2,85,4683,2022-11-15T09:17:05.667Z,Compra Crédito,Débito,-179.09
4684,733,733,6,4,4684,2022-01-21T13:08:30.704Z,Pix - Recebido,Crédito,972.6
4685,759,759,1,80,4685,2022-07-31T08:29:26.174Z,Compra Crédito,Débito,-62.05
4686,447,447,3,16,4686,2020-10-18T16:34:47.276Z,Depósito em espécie,Crédito,37.49
4687,118,118,1,32,4687,2018-11-08T17:08:15.379Z,Compra Débito,Débito,-22.0
4688,132,132,7,14,4688,2021-11-12T11:23:34.478Z,Compra Débito,Débito,-38.81
4689,28,28,2,76,4689,2017-05-18T08:30:53.128Z,Compra Débito,Débito,-27.68
4690,261,261,2,70,4690,2012-02-01T12:55:57.664Z,Compra Crédito,Débito,-38.23
4691,359,359,1,80,4691,2014-02-06T10:34:39.957Z,Transferência entre CC - Crédito,Crédito,65.0
4692,713,713,1,39,4692,2015-02-16T03:44:19.210Z,Compra Débito,Débito,-92.02
4693,669,669,5,58,4693,2015-02-21T21:18:33.282Z,Compra Crédito,Débito,-40.77
4694,701,701,2,85,4694,2019-07-21T21:05:37.937Z,Compra Crédito,Débito,-11.47
4695,16,16,5,67,4695,2022-01-12T06:57:07.010Z,TED - Recebido,Crédito,20240.0
4696,150,150,3,31,4696,2020-02-11T06:46:01.270Z,Compra Débito,Débito,-28.29
4697,665,665,1,3,4697,2021-10-30T10:19:43.887Z,Pix - Realizado,Débito,-358.8
4698,580,580,7,33,4698,2020-11-06T21:23:48.021Z,Compra Crédito,Débito,-7.65
4699,733,733,6,4,4699,2022-02-04T02:36:33.250Z,Pix - Realizado,Débito,-475.5
4700,176,176,4,35,4700,2018-05-30T20:47:34.722Z,Depósito em espécie,Crédito,37.68
4701,939,939,2,70,4701,2022-12-25T07:43:37.435Z,Compra Crédito,Débito,-26.71
4702,294,294,2,95,4702,2015-03-12T05:43:25.922Z,Compra Crédito,Débito,-16.43
4703,750,750,4,19,4703,2016-05-17T22:34:19.411Z,Compra Crédito,Débito,-15.39
4704,637,637,9,68,4704,2022-12-29T00:24:44.325Z,Pix - Realizado,Débito,-567.9
4705,4,4,7,42,4705,2019-07-08T02:21:27.659Z,Compra Débito,Débito,-3.09
4706,600,600,4,45,4706,2015-03-06T15:06:31.357Z,Compra Crédito,Débito,-8.46
4707,9,9,4,45,4707,2021-05-06T02:07:26.229Z,Pix - Recebido,Crédito,290.2
4708,178,178,9,20,4708,2022-04-22T08:42:47.419Z,Pix - Realizado,Débito,-312.6
4709,163,163,2,84,4709,2022-06-03T21:07:24.822Z,Compra Débito,Débito,-39.01
4710,584,584,10,27,4710,2022-07-12T09:54:38.528Z,Compra Crédito,Débito,-15.45
4711,189,189,7,7,4711,2019-12-10T21:44:58.749Z,Compra Débito,Débito,-38.88
4712,554,554,1,75,4712,2017-12-25T19:22:05.020Z,Compra Débito,Débito,-162.85
4713,625,625,3,51,4713,2016-10-25T12:57:50.934Z,Compra Débito,Débito,-20.86
4714,765,765,2,82,4714,2017-06-16T04:39:17.005Z,Compra Crédito,Débito,-40.76
4715,594,594,7,71,4715,2018-01-30T18:45:38.932Z,Compra Crédito,Débito,-88.88
4716,674,674,3,91,4716,2015-04-15T09:36:09.658Z,Compra Crédito,Débito,-27.66
4717,58,58,1,80,4717,2014-05-09T05:18:43.451Z,Compra Crédito,Débito,-116.39
4718,462,462,7,100,4718,2020-10-23T15:03:39.044Z,Compra Débito,Débito,-28.18
4719,28,28,2,76,4719,2017-05-19T09:06:00.677Z,Depósito em espécie,Crédito,122.98
4720,155,155,3,16,4720,2020-04-25T16:18:23.134Z,Transferência entre CC - Crédito,Crédito,1044.3
4721,421,421,7,14,4721,2020-04-03T08:49:15.490Z,Compra Débito,Débito,-157.53
4722,153,153,4,1,4722,2021-02-17T16:07:35.739Z,Compra Crédito,Débito,-24.56
4723,170,170,7,100,4723,2021-11-05T00:51:24.413Z,Pix - Realizado,Débito,-924.5
4724,479,479,7,42,4724,2020-03-29T00:35:31.617Z,Compra Débito,Débito,-17.42
4725,438,438,8,5,4725,2020-06-18T14:20:18.309Z,Compra Crédito,Débito,-16.11
4726,394,394,3,51,4726,2013-02-01T21:05:23.277Z,Compra Débito,Débito,-12.55
4727,39,39,2,84,4727,2015-06-16T21:08:59.145Z,Depósito em espécie,Crédito,12.3
4728,932,932,2,81,4728,2016-04-25T09:33:18.973Z,Depósito em espécie,Crédito,36.32
4729,100,100,7,100,4729,2020-08-14T18:06:30.469Z,Compra Crédito,Débito,-16.11
4730,253,253,7,14,4730,2018-01-31T03:52:26.215Z,Compra Crédito,Débito,-25.67
4731,854,854,6,96,4731,2021-03-06T11:20:11.549Z,Estorno de Debito,Crédito,67.6
4732,983,983,1,39,4732,2021-09-20T19:01:08.301Z,Compra Crédito,Débito,-38.18
4733,436,436,1,18,4733,2017-06-06T20:00:37.782Z,Compra Débito,Débito,-46.19
4734,621,621,7,42,4734,2020-02-25T00:36:01.770Z,Depósito em espécie,Crédito,28.78
4735,308,308,7,7,4735,2018-01-24T12:49:33.721Z,Compra Crédito,Débito,-20.79
4736,324,324,5,43,4736,2017-02-09T19:45:40.998Z,Depósito em espécie,Crédito,19.69
4737,381,381,4,57,4737,2022-12-27T23:19:42.156Z,Depósito em espécie,Crédito,56.09
4738,116,116,4,45,4738,2014-04-05T12:34:30.852Z,Transferência entre CC - Crédito,Crédito,89.9
4739,667,667,3,73,4739,2014-11-24T17:59:28.540Z,Compra Crédito,Débito,-35.65
4740,348,348,7,100,4740,2019-12-28T02:48:05.453Z,Compra Crédito,Débito,-18.8
4741,991,991,4,57,4741,2016-09-04T02:18:21.952Z,Compra Crédito,Débito,-7.56
4742,696,696,7,100,4742,2017-11-16T11:42:05.080Z,Estorno de Debito,Crédito,21.47
4743,995,995,7,33,4743,2018-05-23T18:03:25.622Z,Compra Débito,Débito,-57.76
4744,448,448,8,10,4744,2020-12-23T12:29:13.632Z,Pix - Realizado,Débito,-1113.3
4745,910,910,4,1,4745,2018-10-19T15:39:48.527Z,Depósito em espécie,Crédito,44.62
4746,59,59,3,98,4746,2019-07-29T17:35:45.289Z,Compra Crédito,Débito,-4.38
4747,426,426,7,100,4747,2021-04-11T21:02:56.958Z,Pix - Recebido,Crédito,739.8
4748,369,369,1,72,4748,2021-09-15T06:26:12.415Z,Compra Crédito,Débito,-52.27
4749,85,85,7,14,4749,2021-06-27T17:18:19.595Z,Pix - Recebido,Crédito,574.7
4750,583,583,7,33,4750,2019-07-04T01:33:26.685Z,Depósito em espécie,Crédito,11.27
4751,362,362,2,85,4751,2018-02-17T12:20:26.357Z,Compra Crédito,Débito,-17.24
4752,874,874,7,14,4752,2018-06-27T21:03:28.149Z,Compra Crédito,Débito,-30.41
4753,86,86,5,34,4753,2021-08-23T00:32:24.075Z,Compra Crédito,Débito,-37.1
4754,617,617,7,33,4754,2022-04-17T00:16:25.645Z,Depósito em espécie,Crédito,38.43
4755,231,231,7,14,4755,2017-07-12T15:57:16.515Z,Depósito em espécie,Crédito,6.15
4756,981,981,10,17,4756,2022-09-17T04:31:49.539Z,Pix - Realizado,Débito,-479.2
4757,307,307,6,54,4757,2019-01-24T11:42:30.574Z,Compra Crédito,Débito,-25.8
4758,97,97,3,13,4758,2020-02-16T19:07:27.767Z,Compra Crédito,Débito,-81.69
4759,517,517,4,35,4759,2022-06-25T23:31:02.616Z,Compra Crédito,Débito,-22.52
4760,933,933,8,41,4760,2021-03-29T03:30:42.442Z,Pix - Realizado,Débito,-232.3
4761,152,152,7,42,4761,2022-12-13T05:08:04.421Z,Compra Débito,Débito,-56.58
4762,258,258,8,41,4762,2020-10-17T16:23:06.799Z,Compra Crédito,Débito,-6.95
4763,835,835,7,71,4763,2022-09-02T16:14:15.805Z,Compra Débito,Débito,-35.8
4764,684,684,7,42,4764,2021-12-18T10:04:00.022Z,Compra Crédito,Débito,-11.73
4765,280,280,7,100,4765,2016-11-12T07:54:41.809Z,Compra Crédito,Débito,-31.1
4766,741,741,7,100,4766,2020-06-15T16:56:08.193Z,Compra Débito,Débito,-38.77
4767,892,892,1,18,4767,2011-06-18T00:32:51.647Z,Compra Débito,Débito,-155.87
4768,780,780,8,6,4768,2018-03-04T10:00:27.327Z,Compra Crédito,Débito,-71.01
4769,624,624,7,100,4769,2016-05-22T20:58:54.124Z,Compra Crédito,Débito,-31.67
4770,471,471,7,14,4770,2022-01-21T17:21:04.479Z,Pix - Recebido,Crédito,195.1
4771,345,345,5,43,4771,2019-11-19T15:46:28.208Z,Compra Débito,Débito,-36.45
4772,973,973,7,42,4772,2021-03-15T06:19:29.604Z,Compra Crédito,Débito,-16.62
4773,118,118,1,32,4773,2018-11-09T17:39:03.610Z,Depósito em espécie,Crédito,30.12
4774,838,838,7,100,4774,2017-11-25T05:56:03.604Z,Compra Crédito,Débito,-92.07
4775,518,518,3,31,4775,2014-11-04T19:29:00.794Z,Compra Crédito,Débito,-29.85
4776,456,456,3,13,4776,2014-01-27T17:06:06.162Z,Compra Débito,Débito,-17.24
4777,969,969,2,76,4777,2020-12-17T17:30:17.229Z,Compra Crédito,Débito,-91.74
4778,413,413,8,6,4778,2022-11-27T17:11:21.799Z,Compra Crédito,Débito,-58.14
4779,496,496,7,100,4779,2022-05-01T02:53:38.319Z,Pix - Recebido,Crédito,84.1
4780,975,975,1,32,4780,2013-12-19T08:23:07.469Z,Compra Crédito,Débito,-15.88
4781,944,944,7,7,4781,2021-11-28T10:23:03.352Z,Pix - Realizado,Débito,-330.1
4782,129,129,1,32,4782,2022-07-22T21:06:41.364Z,Pix - Realizado,Débito,-174.8
4783,259,259,3,51,4783,2020-08-05T13:34:18.929Z,Compra Débito,Débito,-10.88
4784,537,537,6,28,4784,2017-04-11T04:29:21.514Z,Depósito em espécie,Crédito,20.84
4785,114,114,7,33,4785,2020-04-09T16:20:06.416Z,Compra Crédito,Débito,-32.2
4786,72,72,7,100,4786,2022-10-01T05:29:19.156Z,Compra Débito,Débito,-15.97
