PK_PROPOSTA,FK_CLIENTE,FK_COLABORADOR,FK_AGENCIA,NUMERO_PROPOSTA,TS_ENTRADA_PROPOSTA,TAXA_JUROS_MENSAL,VALOR_PROPOSTA,VALOR_FINANCIAMENTO,VALOR_ENTRADA,VALOR_PRESTACAO,QUANTIDADE_PARCELAS,CARENCIA,STATUS_PROPOSTA
977,858,50,5,977,2018-12-05T22:24:00.483Z,0.021299999207258224,117834.2,170159.19,52324.99,2732.35,119,3,Validação documentos
978,43,25,10,978,2020-04-28T20:30:59.744Z,0.01850000023841858,42740.42,54663.52,11923.1,958.73,95,2,Validação documentos
979,21,41,8,979,2022-09-17T00:15:41.724Z,0.010400000028312206,124876.44,155954.73,31078.29,1901.85,111,0,Aprovada
980,175,18,1,980,2013-03-03T12:34:49.955Z,0.023499999195337296,104246.67,138224.75,33978.08,2709.2,101,6,Enviada
981,518,62,1,981,2016-04-02T16:50:22.045Z,0.020800000056624413,173896.58,217124.8,43228.22,4121.88,102,1,Aprovada
982,426,34,5,982,2016-03-20T02:30:10.324Z,0.019999999552965164,79636.3,125806.96,46170.66,41016.63,2,5,Enviada
983,424,30,10,983,2012-03-18T10:05:06.662Z,0.008100000210106373,41052.88,66114.82,25061.94,552.97,114,6,Aprovada
984,378,11,1,984,2018-01-27T13:39:32.597Z,0.018699999898672104,49554.7,64020.11,14465.41,2025.91,33,5,Validação documentos
985,93,44,6,985,2016-06-02T01:18:51.894Z,0.0215000007301569,159984.99,241588.58,81603.59,4528.59,67,4,Enviada
986,166,57,4,986,2022-08-08T20:10:07.366Z,0.024000000208616257,147996.5,233498.34,85501.84,4385.67,70,1,Enviada
987,470,5,8,987,2020-10-13T17:34:11.126Z,0.009999999776482582,137740.83,164114.61,26373.78,3027.27,61,6,Enviada
988,462,52,8,988,2017-10-19T03:30:17.481Z,0.00930000003427267,30067.4,38946.29,8878.89,543.76,78,4,Validação documentos
989,913,89,8,989,2021-09-15T14:51:31.145Z,0.0203000009059906,35675.65,60914,25238.35,2953.1,14,4,Validação documentos
990,95,75,1,990,2020-05-20T16:14:22.228Z,0.019899999722838402,29130.46,37771.21,8640.75,1141.04,36,1,Validação documentos
991,895,17,10,991,2022-04-23T06:24:29.308Z,0.01600000075995922,113852.47,213753.36,99900.89,5750.21,24,3,Enviada
992,958,7,7,992,2018-11-12T09:57:04.241Z,0.02370000071823597,49214.2,60047.75,10833.55,1813.34,44,5,Aprovada
993,817,60,1,993,2018-06-30T14:02:33.488Z,0.011900000274181366,24367.3,41781.42,17414.12,442.59,90,5,Aprovada
994,536,19,4,994,2020-05-28T19:18:49.790Z,0.009700000286102295,82397.57,146932.38,64534.81,1627.1,70,4,Aprovada
995,268,96,6,995,2012-07-05T20:26:42.241Z,0.014999999664723873,169405.35,243574.63,74169.28,4061.3,66,1,Aprovada
996,375,66,9,996,2013-04-22T09:37:49.270Z,0.014000000432133675,56359.69,97794.9,41435.21,1365.88,62,6,Aprovada
997,529,27,10,997,2022-07-16T04:34:26.519Z,0.01679999940097332,110006.17,132786.56,22780.39,11036.59,11,2,Em análise
998,448,97,10,998,2021-11-25T19:27:07.095Z,0.01510000042617321,127146.91,159521.19,32374.28,3502.79,53,4,Enviada
999,414,77,9,999,2016-09-19T02:37:35.482Z,0.01860000006854534,17566.29,25073.16,7506.87,428.52,78,0,Em análise
1000,742,20,9,1000,2016-05-02T14:37:15.947Z,0.023099999874830246,98453.23,186785.49,88332.26,2981.57,63,3,Enviada
1001,55,33,7,1001,2021-05-02T10:37:23.547Z,0.011300000362098217,91151.39,115622.37,24470.98,1778.82,77,4,Em análise
1002,388,71,7,1002,2011-04-16T07:36:38.936Z,0.01549999974668026,93719.36,173120.58,79401.22,2298.36,65,6,Aprovada
1003,367,86,2,1003,2022-08-12T03:25:47.973Z,0.02410000003874302,73137.73,110255.03,37117.3,1894.16,112,4,Em análise
1004,744,65,9,1004,2020-05-09T16:17:23.697Z,0.017999999225139618,70902.25,108119.77,37217.52,1719.38,76,1,Em análise
1005,751,52,8,1005,2020-09-03T12:09:35.793Z,0.01810000091791153,143160.63,233967.54,90806.91,3264.61,88,3,Enviada
1006,947,22,6,1006,2019-01-16T20:10:19.079Z,0.016699999570846558,59806.92,87787.71,27980.79,20605.17,3,3,Enviada
1007,156,28,6,1007,2017-08-11T20:35:40.902Z,0.017400000244379044,44723.29,83447.38,38724.09,2089.98,27,4,Aprovada
1008,636,41,8,1008,2021-05-31T19:45:58.429Z,0.009600000455975533,96986.74,152937.69,55950.95,1446.54,108,2,Em análise
1009,625,62,1,1009,2022-12-07T09:19:33.137Z,0.019600000232458115,139551.91,178960.83,39408.92,3434.43,82,1,Enviada
1010,492,71,7,1010,2020-05-26T04:39:36.730Z,0.011699999682605267,104307.72,174456.45,70148.73,3649.11,35,3,Aprovada
1011,998,55,5,1011,2011-07-04T01:39:31.673Z,0.013100000098347664,137537.62,246968.6,109430.98,2825.57,78,6,Em análise
1012,488,74,9,1012,2020-12-11T22:37:18.105Z,0.01209999993443489,61430.89,113445.12,52014.23,8102.84,8,0,Em análise
1013,230,73,3,1013,2022-10-15T21:24:46.284Z,0.018799999728798866,70739.25,99042.43,28303.18,1838.42,69,2,Enviada
1014,868,98,3,1014,2013-03-22T18:21:59.290Z,0.008100000210106373,135348.9,183781.18,48432.28,23201.97,6,4,Em análise
1015,451,33,7,1015,2014-05-01T23:45:26.704Z,0.018799999728798866,71036.02,94698.39,23662.37,1672.56,86,3,Em análise
1016,784,39,1,1016,2013-11-29T08:23:48.953Z,0.021199999377131462,45562.6,54210.18,8647.58,2174.4,28,2,Aprovada
1017,791,84,2,1017,2010-12-07T06:45:20.709Z,0.02290000021457672,171729.58,203360.76,31631.18,4700.9,80,6,Em análise
1018,939,10,8,1018,2014-01-27T16:38:16.426Z,0.02070000022649765,127610.67,159648.13,32037.46,8564.38,18,4,Em análise
1019,201,94,2,1019,2013-10-18T19:34:08.204Z,0.014499999582767487,77811.86,138980.24,61168.38,1776.96,70,5,Aprovada
1020,457,30,10,1020,2014-05-14T17:33:43.913Z,0.024800000712275505,26694.98,34727.55,8032.57,706.38,113,3,Aprovada
1021,542,70,2,1021,2019-10-21T21:43:01.091Z,0.01769999973475933,49351.36,97328.79,47977.43,2834.32,21,4,Em análise
1022,205,61,1,1022,2013-04-04T18:50:35.113Z,0.017400000244379044,115126.96,142138.61,27011.65,2590.92,86,0,Em análise
1023,494,80,1,1023,2019-08-22T07:32:10.307Z,0.019700000062584877,29720.39,54419.66,24699.27,745.02,79,4,Enviada
1024,30,20,9,1024,2010-11-16T12:27:16.451Z,0.019700000062584877,49903.62,72845.95,22942.33,1203.58,87,1,Enviada
1025,427,53,10,1025,2014-07-27T03:16:26.672Z,0.012900000438094139,114915.32,205578.4,90663.08,3226.21,48,0,Aprovada
1026,805,24,2,1026,2021-08-06T23:21:10.255Z,0.00800000037997961,73175.04,113399.1,40224.06,1520.7,61,5,Validação documentos
1027,523,22,6,1027,2013-07-29T18:55:00.234Z,0.024800000712275505,64824.1,77098.58,12274.48,1863.88,81,3,Enviada
1028,325,33,7,1028,2011-09-26T05:12:42.109Z,0.014600000344216824,119532.18,229290.39,109758.21,4702.38,32,5,Enviada
1029,419,15,5,1029,2018-09-01T15:15:09.324Z,0.023399999365210533,7251.34,13540.34,6289,185.28,107,1,Em análise
1030,689,70,2,1030,2018-11-16T15:09:07.327Z,0.022099999710917473,53502.68,103568.24,50065.56,2992.35,23,1,Aprovada
1031,109,77,9,1031,2014-08-21T06:44:20.456Z,0.01769999973475933,4933.06,8882.35,3949.29,208.13,31,6,Aprovada
1032,932,44,6,1032,2014-10-11T20:21:29.484Z,0.016200000420212746,113071.51,184889.76,71818.25,2801.87,66,1,Aprovada
1033,465,70,2,1033,2019-06-21T11:55:23.862Z,0.01889999955892563,119721.01,168418.56,48697.55,3449.04,57,6,Enviada
1034,573,84,2,1034,2010-09-27T20:47:46.636Z,0.008200000040233135,6443.7,11966.87,5523.17,88.16,112,4,Em análise
1035,890,84,2,1035,2021-02-27T16:35:19.214Z,0.010700000450015068,91037.42,120835.18,29797.76,5320.49,19,5,Enviada
1036,530,35,4,1036,2016-03-29T04:25:29.590Z,0.014399999752640724,147853.04,223190.93,75337.89,5946.63,31,6,Validação documentos
1037,472,72,1,1037,2020-06-03T05:53:24.813Z,0.01119999960064888,96806.67,186783.28,89976.61,2539.13,50,4,Enviada
1038,823,79,10,1038,2013-08-12T05:05:40.132Z,0.024700000882148743,53869.01,68491.63,14622.62,2913.77,25,5,Validação documentos
1039,84,96,6,1039,2017-11-06T21:05:50.682Z,0.018200000748038292,111776.2,211078.43,99302.23,3466.92,49,6,Validação documentos
1040,461,5,8,1040,2010-01-18T22:54:36.116Z,0.016499999910593033,56875.76,84106.86,27231.1,1110.32,114,4,Em análise
1041,761,16,3,1041,2012-11-14T05:57:38.424Z,0.010599999688565731,147816.67,185544.46,37727.79,3513.63,56,2,Enviada
1042,336,6,8,1042,2011-08-26T18:43:23.742Z,0.013700000010430813,133009.37,212410.54,79401.17,2396.44,105,5,Validação documentos
1043,900,81,2,1043,2013-04-29T17:46:28.261Z,0.019500000402331352,93686.94,185008.64,91321.7,2182.1,94,5,Em análise
1044,307,61,1,1044,2020-05-07T15:10:18.030Z,0.012400000356137753,81479.82,111173.25,29693.43,6375.69,14,1,Enviada
1045,434,100,7,1045,2016-08-28T18:24:29.008Z,0.01850000023841858,71795.42,84828.32,13032.9,1545.62,107,0,Em análise
1046,250,15,5,1046,2017-10-19T02:05:14.239Z,0.017999999225139618,89399.83,122245.25,32845.42,1851.45,114,3,Aprovada
1047,416,5,8,1047,2017-12-01T14:00:11.694Z,0.010200000368058681,127168.35,162131.28,34962.93,2456.22,74,0,Validação documentos
1048,821,13,3,1048,2010-09-07T04:43:27.843Z,0.015699999406933784,106607.15,151871.73,45264.58,4604.55,29,4,Em análise
1049,361,24,2,1049,2019-05-29T22:50:01.250Z,0.016899999231100082,128659.25,194548.45,65889.2,3497.54,58,1,Em análise
1050,751,93,9,1050,2010-12-27T17:41:21.887Z,0.016300000250339508,52316.07,64145.93,11829.86,1123.56,88,0,Enviada
1051,458,33,7,1051,2010-05-09T13:44:44.483Z,0.008899999782443047,86416.51,104508.23,18091.72,2816.09,36,5,Validação documentos
1052,165,99,9,1052,2013-06-01T04:33:12.208Z,0.022600000724196434,63540.71,108104.37,44563.66,1564.01,112,1,Enviada
1053,455,93,9,1053,2011-10-31T20:20:31.789Z,0.021299999207258224,135367.06,207464.79,72097.73,4201.48,55,6,Em análise
1054,84,51,3,1054,2010-07-05T19:53:05.052Z,0.015300000086426735,98479.67,172329.51,73849.84,4013.26,31,1,Validação documentos
1055,104,13,3,1055,2015-05-25T07:07:20.871Z,0.020600000396370888,99193.81,139210.76,40016.95,4965.86,26,0,Em análise
1056,146,6,8,1056,2011-01-03T02:43:10.464Z,0.01720000058412552,25284.78,36074.27,10789.49,739.59,52,3,Em análise
1057,755,92,1,1057,2011-11-02T22:41:29.404Z,0.01209999993443489,990.54,1734.87,744.33,20.87,71,4,Enviada
1058,658,87,9,1058,2014-12-03T03:45:12.437Z,0.017999999225139618,112355.68,207689.78,95334.1,5620.67,25,3,Aprovada
1059,580,96,6,1059,2018-07-22T05:45:09.022Z,0.00989999994635582,30020.64,43682.96,13662.32,741.41,52,1,Validação documentos
1060,428,43,5,1060,2013-08-21T23:51:21.727Z,0.01730000041425228,130691.81,206375.4,75683.59,3283.93,68,3,Em análise
1061,233,78,2,1061,2018-02-07T03:14:38.970Z,0.010700000450015068,155389.9,248546.02,93156.12,2834.34,83,4,Enviada
1062,374,29,2,1062,2016-03-11T08:28:08.653Z,0.009600000455975533,52544.29,94407.19,41862.9,17852.12,3,1,Aprovada
1063,295,33,7,1063,2018-04-23T03:20:32.974Z,0.011099999770522118,167379.71,240387.76,73008.05,3835.88,60,4,Validação documentos
1064,451,63,5,1064,2014-07-11T20:36:19.786Z,0.020800000056624413,109622.61,164948.03,55325.42,4529.61,34,6,Aprovada
1065,233,87,9,1065,2010-01-20T12:24:12.064Z,0.016499999910593033,23801.68,43260.39,19458.71,2601.47,10,4,Enviada
1066,619,64,10,1066,2022-08-12T02:27:45.231Z,0.010700000450015068,65084.62,87133.86,22049.24,4719.61,15,4,Em análise
1067,46,73,3,1067,2021-07-25T10:28:37.424Z,0.010400000028312206,52052.74,65673,13620.26,1021.18,73,3,Enviada
1068,561,83,9,1068,2022-01-12T21:38:51.261Z,0.01209999993443489,80213.56,114194.12,33980.56,1737.45,68,0,Enviada
1069,353,25,10,1069,2015-05-13T22:20:49.858Z,0.01720000058412552,2814.55,3976.75,1162.2,135.17,26,1,Validação documentos
1070,534,28,6,1070,2016-09-03T22:50:22.653Z,0.013100000098347664,128889.39,237384.76,108495.37,3809.09,45,5,Enviada
1071,865,98,3,1071,2017-05-08T20:08:04.275Z,0.023600000888109207,142570.57,233222.15,90651.58,4034.11,77,0,Aprovada
1072,270,47,8,1072,2015-08-21T18:52:31.178Z,0.013399999588727951,31012.74,51749.46,20736.72,747.4,61,1,Enviada
1073,311,48,6,1073,2012-11-24T14:39:30.150Z,0.023900000378489494,826.87,1296.56,469.69,24.18,72,4,Validação documentos
1074,956,51,3,1074,2014-03-19T16:54:33.020Z,0.012299999594688416,83581.65,115720.36,32138.71,1428.73,104,3,Validação documentos
1075,65,80,1,1075,2013-11-23T01:05:37.140Z,0.008500000461935997,130453.6,190485.47,60031.87,1773.1,116,6,Em análise
1076,909,39,1,1076,2017-05-21T10:25:49.770Z,0.012000000104308128,132442.72,155932.97,23490.25,3826.21,45,1,Validação documentos
1077,905,100,7,1077,2022-07-16T09:49:04.664Z,0.014499999582767487,70186.34,98189.41,28003.07,5240.08,15,5,Enviada
1078,189,27,10,1078,2018-04-10T06:57:38.206Z,0.019099999219179153,151141.02,212593.23,61452.21,3345.7,105,5,Enviada
1079,138,17,10,1079,2017-08-17T19:05:50.134Z,0.012799999676644802,94184.48,167157.21,72972.73,1568.96,115,1,Aprovada
1080,98,62,1,1080,2015-11-14T01:22:14.681Z,0.011300000362098217,46288.17,92240.22,45952.05,3593.33,14,3,Enviada
1081,359,70,2,1081,2020-03-02T17:24:59.008Z,0.017999999225139618,50080.19,82837.28,32757.09,1508.92,51,5,Validação documentos
1082,161,98,3,1082,2017-10-28T16:01:57.709Z,0.02410000003874302,11900.48,16592.79,4692.31,321.95,93,6,Enviada
1083,489,37,8,1083,2012-03-08T05:33:52.148Z,0.010700000450015068,11819.41,14572.16,2752.75,194.16,99,5,Aprovada
1084,818,63,5,1084,2013-05-07T11:34:59.723Z,0.01810000091791153,51105.21,81058.4,29953.19,1200.86,82,6,Em análise
1085,745,92,1,1085,2014-04-11T23:39:28.674Z,0.02280000038444996,87207.04,127693.19,40486.15,3119.38,45,1,Validação documentos
1086,233,88,6,1086,2020-09-15T14:53:51.441Z,0.010099999606609344,102451.97,130555.51,28103.54,1477,120,6,Enviada
1087,985,99,9,1087,2010-01-27T01:55:16.444Z,0.015599999576807022,50409.7,97054.25,46644.55,5483.52,10,3,Em análise
1088,4,1,4,1088,2021-01-21T01:31:16.583Z,0.01860000006854534,140096.03,234977.53,94881.5,11458.49,14,4,Aprovada
1089,624,16,3,1089,2015-01-16T15:52:13.418Z,0.021800000220537186,41087.46,70122.9,29035.44,1089.83,80,1,Em análise
1090,19,2,5,1090,2016-10-08T23:45:50.327Z,0.01209999993443489,14973.49,18442.4,3468.91,330.69,66,0,Enviada
1091,122,100,7,1091,2012-02-28T12:35:48.684Z,0.010499999858438969,113601.33,186162.06,72560.73,19635.42,6,4,Validação documentos
1092,932,37,8,1092,2018-07-14T00:47:38.474Z,0.024900000542402267,64258.83,112635.24,48376.41,3066.04,30,3,Em análise
1093,878,20,9,1093,2013-12-20T11:56:42.854Z,0.009200000204145908,76559.52,96041.36,19481.84,2048.81,46,5,Em análise
1094,725,39,1,1094,2022-09-30T22:15:13.200Z,0.01590000092983246,134205.1,176554.97,42349.87,8632.31,18,2,Validação documentos
1095,25,19,4,1095,2011-06-25T14:32:01.608Z,0.014399999752640724,67739.27,111155.05,43415.78,6702.85,11,2,Enviada
1096,624,78,2,1096,2011-07-19T11:36:56.101Z,0.01899999938905239,142600.24,241009.61,98409.37,4390.74,51,5,Aprovada
1097,360,58,5,1097,2016-11-25T22:06:58.992Z,0.015599999576807022,80483.08,117201.93,36718.85,2823.41,38,0,Validação documentos
1098,284,44,6,1098,2014-03-28T14:41:54.803Z,0.012400000356137753,138138.73,164934.76,26796.03,2621.19,86,5,Aprovada
1099,227,33,7,1099,2014-11-22T10:17:10.079Z,0.011900000274181366,151686.95,239734.52,88047.57,2738.21,91,3,Validação documentos
1100,594,42,7,1100,2019-07-08T09:51:33.603Z,0.019200000911951065,143274.35,184972.41,41698.06,3357.06,90,1,Em análise
1101,662,1,4,1101,2012-10-15T19:57:08.534Z,0.013000000268220901,54639.15,107221.08,52581.93,961.16,104,2,Validação documentos
1102,54,16,3,1102,2010-01-28T03:34:25.146Z,0.0142000000923872,116626.28,195606.6,78980.32,2709.55,67,3,Validação documentos
1103,410,29,2,1103,2017-07-21T16:39:40.004Z,0.023600000888109207,97439.81,140066.86,42627.05,2566.72,97,6,Aprovada
1104,587,46,9,1104,2013-05-22T22:56:36.312Z,0.02329999953508377,76183.41,112118.21,35934.8,1962.35,102,5,Validação documentos
1105,411,32,1,1105,2016-11-09T14:23:24.282Z,0.017999999225139618,36896.85,55481.9,18585.05,1001.44,61,1,Enviada
1106,590,13,3,1106,2021-06-15T16:55:08.898Z,0.019700000062584877,53894.8,76649.8,22755,1215.42,106,5,Aprovada
1107,539,15,5,1107,2016-01-25T01:03:34.238Z,0.009200000204145908,81582.78,160907.93,79325.15,1421.3,82,5,Aprovada
1108,266,8,8,1108,2015-09-12T10:59:50.554Z,0.02199999988079071,12289.92,17089.45,4799.53,798.41,19,5,Aprovada
1109,358,42,7,1109,2012-06-30T08:18:40.571Z,0.011599999852478504,138682.45,196601.76,57919.31,2733.37,77,5,Validação documentos
1110,479,95,2,1110,2015-02-03T23:12:26.381Z,0.013100000098347664,23633.68,37132.44,13498.76,462.64,85,4,Em análise
1111,895,61,1,1111,2021-03-30T17:44:45.516Z,0.018400000408291817,82510.06,144485.06,61975,4283.73,24,4,Validação documentos
1112,335,32,1,1112,2022-06-29T04:31:27.799Z,0.020600000396370888,33139,39033.78,5894.78,787.23,99,5,Aprovada
1113,723,19,4,1113,2021-10-26T18:27:24.667Z,0.013399999588727951,113991.05,216028.08,102037.03,2437.86,74,0,Enviada
1114,512,72,1,1114,2017-01-27T21:33:41.054Z,0.016100000590085983,105613.7,198241.04,92627.34,3175.72,48,6,Em análise
1115,399,61,1,1115,2020-07-25T10:34:05.465Z,0.017000000923871994,98065.67,180000.86,81935.19,50286.69,2,5,Em análise
1116,72,7,7,1116,2022-01-24T21:28:35.992Z,0.008999999612569809,64603.12,120820.15,56217.03,948.26,106,5,Em análise
1117,983,12,9,1117,2020-05-10T10:25:00.804Z,0.009800000116229057,100674.7,192898.52,92223.82,2683.35,47,3,Em análise
1118,821,15,5,1118,2013-02-11T12:57:25.994Z,0.020600000396370888,109358.69,207440.07,98081.38,2614.54,97,3,Aprovada
1119,211,74,9,1119,2015-06-04T06:59:40.851Z,0.010099999606609344,47362.03,77876.07,30514.04,9761.34,5,5,Em análise
1120,547,93,9,1120,2022-04-05T12:26:10.481Z,0.010400000028312206,139164.27,165594.11,26429.84,2099.49,113,3,Validação documentos
1121,714,71,7,1121,2013-08-18T01:50:10.432Z,0.02070000022649765,78235.66,119478.95,41243.29,27165.58,3,3,Em análise
1122,773,46,9,1122,2011-03-22T21:37:38.515Z,0.01489999983459711,98795.2,180453.74,81658.54,13191.71,8,6,Enviada
1123,704,28,6,1123,2012-11-23T08:50:21.011Z,0.017100000753998756,98481.01,180251.95,81770.94,20718.04,5,4,Enviada
1124,762,81,2,1124,2010-07-18T00:31:45.757Z,0.020099999383091927,115346.56,207560.51,92213.95,4922.13,32,4,Enviada
1125,165,39,1,1125,2014-07-27T09:40:47.481Z,0.01889999955892563,37530.3,59285.36,21755.06,2270.94,20,1,Validação documentos
1126,510,99,9,1126,2011-11-22T22:27:32.250Z,0.013500000350177288,57917.77,82029.14,24111.37,1357.25,64,5,Em análise
1127,653,61,1,1127,2015-04-04T02:43:49.389Z,0.008200000040233135,7751.93,12507.37,4755.44,145.99,70,4,Enviada
1128,681,36,1,1128,2014-02-20T23:22:24.887Z,0.013100000098347664,98241.56,151103.03,52861.47,1961.72,82,6,Enviada
1129,117,63,5,1129,2010-05-03T11:26:25.561Z,0.013100000098347664,81338.92,121977.39,40638.47,1848.58,66,2,Validação documentos
1130,676,52,8,1130,2017-04-29T15:23:54.352Z,0.01510000042617321,92550.28,113483.82,20933.54,1877.56,91,5,Em análise
1131,895,53,10,1131,2017-08-03T22:43:26.483Z,0.023800000548362732,91031.64,119656.68,28625.04,3792.99,36,5,Em análise
1132,975,87,9,1132,2022-09-23T14:11:23.534Z,0.013700000010430813,140290.66,220975.93,80685.27,2609.82,98,1,Aprovada
1133,610,10,8,1133,2010-09-30T01:33:22.279Z,0.015599999576807022,120727.1,174547.52,53820.42,3023.57,63,0,Em análise
1134,3,25,10,1134,2013-02-03T21:28:44.142Z,0.009399999864399433,6426.27,12586.76,6160.49,461.34,15,6,Em análise
1135,796,68,9,1135,2021-02-09T21:04:24.282Z,0.015399999916553497,36398.32,62217.32,25819,943.48,59,2,Enviada
1136,687,54,6,1136,2020-01-07T12:19:05.593Z,0.008299999870359898,119247.41,169468.61,50221.2,2064.07,79,1,Em análise
1137,568,17,10,1137,2011-07-25T18:52:47.791Z,0.009700000286102295,118395.9,162795.07,44399.17,2229.17,75,6,Enviada
1138,718,53,10,1138,2022-10-31T18:16:41.860Z,0.020500000566244125,71957.7,118707.04,46749.34,2077.67,61,3,Aprovada
1139,879,32,1,1139,2017-05-12T20:26:34.765Z,0.021700000390410423,166868.26,248782.92,81914.66,8014.83,28,0,Em análise
1140,340,86,2,1140,2015-12-09T23:10:33.730Z,0.014100000262260437,60705.15,74356.28,13651.13,1490.33,61,4,Enviada
1141,338,92,1,1141,2014-01-19T13:09:06.390Z,0.01940000057220459,113354.82,148839.42,35484.6,115553.91,1,3,Aprovada
1142,385,32,1,1142,2017-01-07T17:26:48.120Z,0.01640000008046627,94437.55,116410.78,21973.23,2510.12,59,0,Validação documentos
1143,409,33,7,1143,2012-01-25T11:28:26.661Z,0.0210999995470047,134234.84,189048.93,54814.09,28570.03,5,5,Validação documentos
1144,588,55,5,1144,2018-04-30T05:03:12.854Z,0.01590000092983246,15023.63,29738.83,14715.2,510.48,40,5,Aprovada
1145,341,92,1,1145,2017-02-20T01:39:09.956Z,0.015399999916553497,103419.76,204747.94,101328.18,3202.76,45,1,Validação documentos
1146,613,65,9,1146,2013-10-08T18:22:09.298Z,0.019500000402331352,175512.75,243015.54,67502.79,4473.51,75,0,Aprovada
1147,98,15,5,1147,2022-05-07T20:56:43.023Z,0.020600000396370888,53737.34,63752.47,10015.13,1307.28,92,3,Validação documentos
1148,22,63,5,1148,2015-03-13T16:33:48.551Z,0.014600000344216824,70411.11,102951.76,32540.65,1497.73,80,1,Enviada
1149,935,70,2,1149,2017-02-17T07:25:09.877Z,0.00839999970048666,139187.22,195117.96,55930.74,2162.54,93,5,Enviada
1150,574,28,6,1150,2021-08-02T23:31:46.536Z,0.019200000911951065,120737.69,147188.55,26450.86,3108.65,72,3,Aprovada
1151,160,84,2,1151,2015-07-08T12:10:47.533Z,0.018400000408291817,96917.21,115631.52,18714.31,2589.46,64,1,Validação documentos
1152,209,30,10,1152,2020-04-11T06:16:09.129Z,0.02280000038444996,163367.54,212616.01,49248.47,4721.35,69,4,Validação documentos
1153,437,46,9,1153,2016-04-07T02:14:26.170Z,0.021299999207258224,2986.05,4858.81,1872.76,84.67,66,5,Enviada
1154,453,83,9,1154,2016-08-02T13:59:21.250Z,0.012900000438094139,40251.78,63607.58,23355.8,661.28,120,6,Em análise
1155,267,43,5,1155,2020-06-07T23:17:30.543Z,0.02280000038444996,122854.99,194819.07,71964.08,11817.81,12,6,Validação documentos
1156,524,16,3,1156,2013-10-26T05:48:09.453Z,0.011900000274181366,195525.77,240499.97,44974.2,3104.64,117,2,Aprovada
1157,526,11,1,1157,2012-01-07T06:23:32.441Z,0.018799999728798866,62941.82,100655.23,37713.41,1391.47,102,4,Aprovada
1158,753,100,7,1158,2022-06-12T03:42:46.638Z,0.020899999886751175,197614.65,235448.14,37833.49,4890.19,90,4,Enviada
1159,587,37,8,1159,2011-07-21T21:26:29.183Z,0.012000000104308128,5643.14,9173.04,3529.9,507.74,12,2,Enviada
1160,243,68,9,1160,2020-12-21T04:27:47.293Z,0.010900000110268593,80513.9,148388.85,67874.95,2599.16,38,6,Aprovada
1161,302,65,9,1161,2015-01-25T06:26:45.472Z,0.010400000028312206,35485.48,70472.71,34987.23,635.56,84,6,Em análise
1162,772,27,10,1162,2014-08-25T22:13:52.290Z,0.015699999406933784,83041.94,153222.6,70180.66,1607.28,107,4,Em análise
1163,873,100,7,1163,2022-09-24T17:52:35.298Z,0.021400000900030136,167083.98,202429.95,35345.97,3911,116,1,Validação documentos
1164,440,39,1,1164,2018-10-29T00:26:48.938Z,0.012900000438094139,121283.14,235718.66,114435.52,4232.88,36,0,Em análise
1165,240,15,5,1165,2016-10-30T06:38:49.781Z,0.022299999371170998,31182.95,53489.07,22306.12,815.01,87,3,Validação documentos
1166,546,20,9,1166,2013-01-16T05:54:53.617Z,0.019700000062584877,60146.48,85334.33,25187.85,5676.95,12,4,Aprovada
1167,65,47,8,1167,2021-08-31T18:42:03.605Z,0.012400000356137753,66535.47,127496.74,60961.27,2354.86,35,3,Aprovada
1168,669,29,2,1168,2011-03-01T03:38:40.906Z,0.02160000056028366,90286.53,135403.03,45116.5,2112.8,120,5,Validação documentos
1169,309,66,9,1169,2015-04-03T10:39:03.884Z,0.024900000542402267,118695.96,148358.54,29662.58,3161.72,111,6,Enviada
1170,698,53,10,1170,2022-11-26T20:11:20.005Z,0.024700000882148743,169714.88,205177.8,35462.92,6630.05,41,1,Validação documentos
1171,493,54,6,1171,2014-05-19T16:51:38.237Z,0.008899999782443047,163262.33,219710.08,56447.75,5586.11,34,5,Em análise
1172,443,14,7,1172,2012-01-08T14:56:44.783Z,0.015699999406933784,166205.65,244598.54,78392.89,3161.76,112,0,Validação documentos
1173,669,20,9,1173,2019-05-17T18:19:16.476Z,0.011900000274181366,73148.96,111736.35,38587.39,1166.13,116,3,Enviada
1174,264,19,4,1174,2011-10-04T21:10:16.370Z,0.014600000344216824,53240.4,68003.35,14762.95,1487.64,51,0,Validação documentos
1175,918,38,8,1175,2015-01-26T10:07:40.131Z,0.014999999664723873,113724.52,164356.53,50632.01,2193.46,101,4,Aprovada
1176,968,94,2,1176,2017-03-22T09:57:42.193Z,0.014600000344216824,80325.61,149025.75,68700.14,2373.95,47,3,Em análise
1177,604,93,9,1177,2021-11-01T11:44:54.462Z,0.01889999955892563,57052.55,93185.64,36133.09,1732.78,52,6,Em análise
1178,244,17,10,1178,2015-01-31T01:43:32.542Z,0.012500000186264515,13435.82,21919.99,8484.17,675.78,23,6,Validação documentos
1179,128,67,5,1179,2022-09-06T01:20:54.320Z,0.008500000461935997,85601.25,104597.03,18995.78,1563.22,74,3,Validação documentos
1180,446,15,5,1180,2020-10-11T16:42:49.126Z,0.014299999922513962,52631.72,75402.81,22771.09,4465.36,13,5,Aprovada
1181,654,97,10,1181,2012-11-24T14:03:38.485Z,0.019099999219179153,96665.3,158725.79,62060.49,2515.28,70,6,Enviada
